review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,engagement_score,price_bucket,review_month,age_group,segment
39153,Christopher Stephens,25,Apple,iPhone 14,1138.85,1571.61,CAD,1.38,2.0,Neutral,Canada,English,2024-02-12,True,2,1,2,3,1,1,eBay,4,"(971.942, 1235.916]",2024-02,18-25,Premium
39154,Randolf Stadelmann,33,OnePlus,OnePlus 12,730.38,679.25,EUR,0.93,3.0,Positive,Germany,German,2024-07-15,False,3,3,3,2,1,6,BestBuy,6,"(707.968, 971.942]",2024-07,26-35,Upper-mid
39155,Vicki Jones,24,Apple,iPhone 15 Pro,838.31,1282.61,AUD,1.53,3.0,Neutral,Australia,English,2025-02-13,False,2,2,2,2,2,4,eBay,4,"(707.968, 971.942]",2025-02,18-25,Premium
39156,Fernanda Monteiro,46,Apple,iPhone 13,1090.55,6216.14,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2023-12-30,True,2,2,2,4,1,2,BestBuy,5,"(971.942, 1235.916]",2023-12,46-55,Premium
39157,Univ.Prof. Rosa Kitzmann B.Eng.,32,Xiaomi,Mi 13 Pro,314.71,292.68,EUR,0.93,4.0,Positive,Germany,German,2022-11-06,True,4,5,4,2,3,4,Amazon,7,"(178.7, 443.994]",2022-11,26-35,Mid-range
39158,Mathew Scott,24,Xiaomi,Mi 13 Pro,586.89,2153.89,AED,3.67,4.0,Positive,UAE,English,2025-01-24,True,4,5,4,2,3,4,AliExpress,7,"(443.994, 707.968]",2025-01,18-25,Mid-range
39159,Gary Mills,18,Realme,Realme 12 Pro,379.65,379.65,USD,1.0,3.0,Negative,USA,English,2023-11-16,False,2,2,3,1,1,1,BestBuy,1,"(178.7, 443.994]",2023-11,18-25,Budget
39160,Marcela Souza,28,Realme,Realme Narzo 70,419.43,2390.75,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2024-02-23,True,4,3,3,1,3,4,BestBuy,7,"(178.7, 443.994]",2024-02,26-35,Budget
39161,John Roman,22,Samsung,Galaxy S24,968.98,3556.16,AED,3.67,2.0,Negative,UAE,English,2024-01-09,True,1,1,2,2,2,0,Amazon,3,"(707.968, 971.942]",2024-01,18-25,Premium
39162,Thomas Ward,27,Samsung,Galaxy S24,877.67,1342.84,AUD,1.53,4.0,Positive,Australia,English,2025-09-30,True,2,5,2,5,2,6,Flipkart,9,"(707.968, 971.942]",2025-09,26-35,Premium
39163,Josephine Brown,28,OnePlus,OnePlus 11R,614.34,479.19,GBP,0.78,1.0,Negative,UK,English,2022-12-16,False,2,1,1,1,1,5,Unknown,5,"(443.994, 707.968]",2022-12,26-35,Upper-mid
39164,Falak Puri,31,Google,Pixel 8,732.25,60776.75,INR,83.0,4.0,Positive,India,Hindi,2023-04-05,True,4,3,3,3,3,6,Unknown,9,"(707.968, 971.942]",2023-04,26-35,Upper-mid
39165,Samuel Owens,44,Realme,Realme Narzo 70,304.24,304.24,USD,1.0,3.0,Neutral,USA,English,2024-08-16,True,3,3,2,3,3,3,Flipkart,6,"(178.7, 443.994]",2024-08,36-45,Budget
39166,Danilo Römer,25,OnePlus,OnePlus 12,918.75,854.44,EUR,0.93,3.0,Positive,Germany,German,2025-03-26,True,2,2,4,1,3,5,eBay,8,"(707.968, 971.942]",2025-03,18-25,Upper-mid
39167,Walter Floyd,26,Google,Pixel 7a,798.55,1221.78,AUD,1.53,4.0,Positive,Australia,English,2023-09-30,True,2,3,4,2,3,5,Flipkart,8,"(707.968, 971.942]",2023-09,26-35,Upper-mid
39168,Ariane Nohlmans,20,Apple,iPhone 13,794.82,739.18,EUR,0.93,2.0,Negative,Germany,German,2023-06-03,False,1,3,2,1,1,1,BestBuy,1,"(707.968, 971.942]",2023-06,18-25,Premium
39169,Ilse Mans,39,Apple,iPhone SE,1292.43,1201.96,EUR,0.93,4.0,Positive,Germany,German,2023-07-16,True,3,5,3,2,3,4,Amazon,7,"(1235.916, 1499.89]",2023-07,36-45,Premium
39170,Benjamin Barry,23,Realme,Realme Narzo 70,366.27,505.45,CAD,1.38,2.0,Neutral,Canada,English,2024-06-25,True,1,3,1,1,1,2,AliExpress,5,"(178.7, 443.994]",2024-06,18-25,Budget
39171,Nikita Parsa,45,Apple,iPhone 13,867.03,71963.49,INR,83.0,5.0,Positive,India,Hindi,2024-02-21,True,4,4,5,3,5,4,Flipkart,7,"(707.968, 971.942]",2024-02,36-45,Premium
39172,Hiral Hari,32,Xiaomi,Poco X6,698.99,58016.17,INR,83.0,5.0,Positive,India,Hindi,2025-05-09,True,5,4,5,5,4,7,Amazon,10,"(443.994, 707.968]",2025-05,26-35,Mid-range
39173,Jason Nelson,26,Motorola,Moto G Power,249.77,916.66,AED,3.67,3.0,Neutral,UAE,English,2023-02-20,True,3,3,2,2,2,1,Flipkart,4,"(178.7, 443.994]",2023-02,26-35,Mid-range
39174,Mark Jenkins,24,Motorola,Razr 40,582.34,890.98,AUD,1.53,5.0,Positive,Australia,English,2024-08-09,True,5,5,5,4,5,9,Flipkart,12,"(443.994, 707.968]",2024-08,18-25,Mid-range
39175,Jason Shaw,28,OnePlus,OnePlus 11R,593.95,593.95,USD,1.0,2.0,Neutral,USA,English,2025-06-04,True,2,1,1,3,1,3,Amazon,6,"(443.994, 707.968]",2025-06,26-35,Upper-mid
39176,Jordan Lindsey,22,Apple,iPhone SE,759.07,1047.52,CAD,1.38,4.0,Positive,Canada,English,2023-07-10,True,3,3,4,4,2,7,eBay,10,"(707.968, 971.942]",2023-07,18-25,Premium
39177,Kelli Weiss,34,Apple,iPhone 14,1390.65,1390.65,USD,1.0,1.0,Negative,USA,English,2022-12-12,True,1,1,1,1,1,2,Flipkart,5,"(1235.916, 1499.89]",2022-12,26-35,Premium
39178,Susan Young,39,Google,Pixel 6,782.72,782.72,USD,1.0,1.0,Negative,USA,English,2024-03-09,False,1,1,1,1,1,1,eBay,1,"(707.968, 971.942]",2024-03,36-45,Upper-mid
39179,Raagini Hari,20,Motorola,Moto G Power,623.57,51756.31,INR,83.0,2.0,Neutral,India,Hindi,2024-03-04,True,2,1,1,1,1,2,Flipkart,5,"(443.994, 707.968]",2024-03,18-25,Mid-range
39180,Harri Mende-Gnatz,18,Samsung,Galaxy Z Flip,1022.58,951.0,EUR,0.93,1.0,Negative,Germany,German,2024-09-27,True,1,1,1,1,1,3,eBay,6,"(971.942, 1235.916]",2024-09,18-25,Premium
39181,Gordon Rose,22,Realme,Realme 12 Pro,322.61,251.64,GBP,0.78,2.0,Negative,UK,English,2025-02-25,True,1,4,1,1,1,2,AliExpress,5,"(178.7, 443.994]",2025-02,18-25,Budget
39182,Lívia das Neves,18,Motorola,Moto G Power,496.21,2828.4,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-08-16,True,5,2,2,4,2,6,AliExpress,9,"(443.994, 707.968]",2024-08,18-25,Mid-range
39183,John Booth,42,OnePlus,OnePlus Nord 3,737.74,1128.74,AUD,1.53,3.0,Positive,Australia,English,2023-09-15,False,2,1,1,3,3,5,eBay,5,"(707.968, 971.942]",2023-09,36-45,Upper-mid
39184,Amanda Castro,28,OnePlus,OnePlus 12,560.87,560.87,USD,1.0,2.0,Negative,USA,English,2025-01-17,True,2,1,1,1,2,2,AliExpress,5,"(443.994, 707.968]",2025-01,26-35,Upper-mid
39185,Babette Hein,27,OnePlus,OnePlus 12,633.95,589.57,EUR,0.93,1.0,Negative,Germany,German,2024-11-13,True,1,1,1,1,1,0,BestBuy,3,"(443.994, 707.968]",2024-11,26-35,Upper-mid
39186,Brenda Fischer,18,Motorola,Razr 40,419.04,419.04,USD,1.0,3.0,Negative,USA,English,2023-11-27,True,4,2,2,4,2,4,BestBuy,7,"(178.7, 443.994]",2023-11,18-25,Mid-range
39187,Sandra Dixon,20,Motorola,Razr 40,460.16,460.16,USD,1.0,1.0,Neutral,USA,English,2024-07-19,False,1,1,1,1,1,2,eBay,2,"(443.994, 707.968]",2024-07,18-25,Mid-range
39188,Brandon Harvey,40,Motorola,Edge 50,510.34,398.07,GBP,0.78,3.0,Neutral,UK,English,2024-07-26,True,2,2,2,2,1,2,AliExpress,5,"(443.994, 707.968]",2024-07,36-45,Mid-range
39189,Ryan Sherman,32,Xiaomi,Redmi Note 13,385.64,532.18,CAD,1.38,2.0,Negative,Canada,English,2025-08-10,True,1,1,2,1,1,2,Amazon,5,"(178.7, 443.994]",2025-08,26-35,Mid-range
39190,Robert Ramirez,23,OnePlus,OnePlus 11R,549.41,758.19,CAD,1.38,3.0,Positive,Canada,English,2023-11-26,True,2,4,2,2,3,6,Amazon,9,"(443.994, 707.968]",2023-11,18-25,Upper-mid
39191,James Kirk,28,Xiaomi,Redmi Note 13,646.84,989.67,AUD,1.53,1.0,Neutral,Australia,English,2022-10-22,True,1,1,1,1,1,1,Flipkart,4,"(443.994, 707.968]",2022-10,26-35,Mid-range
39192,Ing. Sigmund Kohl,34,Samsung,Galaxy S24,472.57,439.49,EUR,0.93,4.0,Positive,Germany,German,2024-05-15,False,4,4,3,2,5,6,AliExpress,6,"(443.994, 707.968]",2024-05,26-35,Premium
39193,Quincy Salvi,19,Google,Pixel 7a,730.46,60628.18,INR,83.0,2.0,Negative,India,Hindi,2024-09-27,True,1,2,1,1,3,3,Flipkart,6,"(707.968, 971.942]",2024-09,18-25,Upper-mid
39194,Owen Aurora,38,Apple,iPhone 15 Pro,742.08,61592.64,INR,83.0,2.0,Neutral,India,Hindi,2024-07-08,True,2,1,2,2,1,4,Amazon,7,"(707.968, 971.942]",2024-07,36-45,Premium
39195,Stacey Dixon,38,OnePlus,OnePlus 12,510.78,398.41,GBP,0.78,4.0,Positive,UK,English,2023-01-18,False,1,5,3,4,5,6,eBay,6,"(443.994, 707.968]",2023-01,36-45,Upper-mid
39196,Tracy Pope,27,Xiaomi,Poco X6,406.9,406.9,USD,1.0,4.0,Positive,USA,English,2023-06-23,True,3,5,5,4,5,11,eBay,14,"(178.7, 443.994]",2023-06,26-35,Mid-range
39197,Angela Vargas,18,OnePlus,OnePlus Nord 3,942.43,1300.55,CAD,1.38,4.0,Positive,Canada,English,2025-07-17,True,4,2,4,3,2,3,AliExpress,6,"(707.968, 971.942]",2025-07,18-25,Upper-mid
39198,Ati Kaul,31,OnePlus,OnePlus 12,932.25,77376.75,INR,83.0,1.0,Neutral,India,Hindi,2025-03-12,True,1,1,1,1,1,1,AliExpress,4,"(707.968, 971.942]",2025-03,26-35,Upper-mid
39199,Christina Clark,29,Samsung,Galaxy S24,915.31,915.31,USD,1.0,4.0,Positive,USA,English,2022-11-02,True,4,4,3,1,4,6,Amazon,9,"(707.968, 971.942]",2022-11,26-35,Premium
39200,Danielle Brewer,25,Google,Pixel 7a,610.05,933.38,AUD,1.53,2.0,Neutral,Australia,English,2024-03-17,True,2,2,2,3,3,1,AliExpress,4,"(443.994, 707.968]",2024-03,18-25,Upper-mid
39201,Mirella da Rosa,43,Google,Pixel 6,560.75,3196.28,BRL,5.7,5.0,Positive,Brazil,Portuguese,2024-01-03,True,3,5,4,4,5,6,Flipkart,9,"(443.994, 707.968]",2024-01,36-45,Upper-mid
39202,Teresa Calderon,39,Samsung,Galaxy Note 20,940.93,1439.62,AUD,1.53,1.0,Neutral,Australia,English,2023-10-23,True,1,1,1,1,1,2,Flipkart,5,"(707.968, 971.942]",2023-10,36-45,Premium
39203,Penny Hayes,24,Realme,Realme Narzo 70,558.9,2051.16,AED,3.67,3.0,Positive,UAE,English,2024-09-11,True,4,3,4,2,3,8,eBay,11,"(443.994, 707.968]",2024-09,18-25,Budget
39204,Srta. Raquel Barbosa,24,Motorola,Moto G Power,644.37,3672.91,BRL,5.7,1.0,Neutral,Brazil,Portuguese,2025-01-21,True,1,1,2,1,1,4,AliExpress,7,"(443.994, 707.968]",2025-01,18-25,Mid-range
39205,Heather Clark,18,Samsung,Galaxy A55,949.28,3483.86,AED,3.67,5.0,Positive,UAE,English,2022-12-22,True,4,4,3,4,4,4,AliExpress,7,"(707.968, 971.942]",2022-12,18-25,Premium
39206,Gustavo Henrique Silveira,24,Realme,Realme 12 Pro,396.41,2259.54,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-07-31,True,4,4,3,4,5,6,eBay,9,"(178.7, 443.994]",2024-07,18-25,Budget
39207,Vincent Hunt,35,Xiaomi,Mi 13 Pro,337.0,262.86,GBP,0.78,2.0,Neutral,UK,English,2023-04-11,True,3,3,1,1,3,2,eBay,5,"(178.7, 443.994]",2023-04,26-35,Mid-range
39208,Christine Rodriguez,18,Samsung,Galaxy S24,1049.16,1049.16,USD,1.0,2.0,Neutral,USA,English,2025-01-23,True,1,2,3,1,1,3,BestBuy,6,"(971.942, 1235.916]",2025-01,18-25,Premium
39209,Tony Duran,18,Samsung,Galaxy S24,655.41,904.47,CAD,1.38,5.0,Positive,Canada,English,2024-02-01,True,5,5,4,5,4,6,BestBuy,9,"(443.994, 707.968]",2024-02,18-25,Premium
39210,Nicholas Castillo,46,Xiaomi,Mi 13 Pro,396.18,396.18,USD,1.0,4.0,Positive,USA,English,2023-03-18,True,4,2,3,5,5,4,Unknown,7,"(178.7, 443.994]",2023-03,46-55,Mid-range
39211,Carrie Smith,18,Google,Pixel 8,997.18,3659.65,AED,3.67,3.0,Positive,UAE,English,2023-05-31,True,2,3,2,4,5,4,Amazon,7,"(971.942, 1235.916]",2023-05,18-25,Upper-mid
39212,Katelyn Benitez,45,Xiaomi,Mi 13 Pro,341.99,471.95,CAD,1.38,4.0,Positive,Canada,English,2023-11-26,True,5,4,3,3,5,2,Unknown,5,"(178.7, 443.994]",2023-11,36-45,Mid-range
39213,Patricia Morse,28,Apple,iPhone 13,861.01,1317.35,AUD,1.53,3.0,Positive,Australia,English,2024-03-30,True,2,4,4,2,2,5,eBay,8,"(707.968, 971.942]",2024-03,26-35,Premium
39214,Sr. João Gabriel Pastor,34,Samsung,Galaxy S24,850.09,4845.51,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-03-30,True,3,3,5,5,4,2,BestBuy,5,"(707.968, 971.942]",2024-03,26-35,Premium
39215,Anthony Smith,25,Apple,iPhone SE,1155.7,901.45,GBP,0.78,1.0,Negative,UK,English,2024-07-04,True,1,1,1,1,1,1,Flipkart,4,"(971.942, 1235.916]",2024-07,18-25,Premium
39216,Emma Rodriguez,28,Xiaomi,Poco X6,387.57,387.57,USD,1.0,1.0,Neutral,USA,English,2025-06-16,True,2,1,1,1,2,1,Flipkart,4,"(178.7, 443.994]",2025-06,26-35,Mid-range
39217,Mirko Beier,27,OnePlus,OnePlus 11R,876.97,815.58,EUR,0.93,2.0,Neutral,Germany,German,2024-03-05,True,2,4,1,2,2,4,Flipkart,7,"(707.968, 971.942]",2024-03,26-35,Upper-mid
39218,Phillip Fox,21,Xiaomi,Poco X6,259.14,951.04,AED,3.67,2.0,Neutral,UAE,English,2024-09-01,True,1,1,2,3,2,4,BestBuy,7,"(178.7, 443.994]",2024-09,18-25,Mid-range
39219,Farhan Comar,46,Realme,Realme 12 Pro,531.93,44150.19,INR,83.0,4.0,Positive,India,Hindi,2023-05-21,True,1,3,4,1,3,4,Flipkart,7,"(443.994, 707.968]",2023-05,46-55,Budget
39220,Michelle Connolly,39,Motorola,Edge 50,504.69,393.66,GBP,0.78,3.0,Neutral,UK,English,2024-03-07,True,4,3,2,2,2,1,BestBuy,4,"(443.994, 707.968]",2024-03,36-45,Mid-range
39221,Prof. Hassan Mühle B.Eng.,48,Motorola,Edge 50,514.92,478.88,EUR,0.93,4.0,Positive,Germany,German,2025-06-27,True,5,3,4,3,4,7,Amazon,10,"(443.994, 707.968]",2025-06,46-55,Mid-range
39222,Frau Nora Winkler,18,Google,Pixel 8,551.76,513.14,EUR,0.93,3.0,Neutral,Germany,German,2022-11-22,True,4,4,2,3,3,0,AliExpress,3,"(443.994, 707.968]",2022-11,18-25,Upper-mid
39223,Leonhard Otto,27,Apple,iPhone SE,761.4,708.1,EUR,0.93,2.0,Neutral,Germany,German,2022-12-28,True,1,1,1,2,3,2,AliExpress,5,"(707.968, 971.942]",2022-12,26-35,Premium
39224,Anthony Fletcher,19,OnePlus,OnePlus Nord 3,594.34,463.59,GBP,0.78,3.0,Negative,UK,English,2022-10-24,True,3,2,2,3,4,1,Flipkart,4,"(443.994, 707.968]",2022-10,18-25,Upper-mid
39225,Dayita Ranganathan,36,Apple,iPhone 14,1482.88,123079.04,INR,83.0,2.0,Neutral,India,Hindi,2025-07-30,True,1,1,2,2,2,3,AliExpress,6,"(1235.916, 1499.89]",2025-07,36-45,Premium
39226,Misty Benson,32,Xiaomi,Mi 13 Pro,443.83,679.06,AUD,1.53,1.0,Negative,Australia,English,2024-10-30,True,1,1,1,1,1,1,Flipkart,4,"(178.7, 443.994]",2024-10,26-35,Mid-range
39227,Yahvi Uppal,22,OnePlus,OnePlus 12,903.33,74976.39,INR,83.0,3.0,Positive,India,Hindi,2023-06-30,True,5,4,5,4,5,6,eBay,9,"(707.968, 971.942]",2023-06,18-25,Upper-mid
39228,Tiffany Huber,22,Xiaomi,Redmi Note 13,583.91,893.38,AUD,1.53,1.0,Neutral,Australia,English,2025-01-06,False,1,2,1,1,1,0,BestBuy,0,"(443.994, 707.968]",2025-01,18-25,Mid-range
39229,Benicio Albuquerque,39,OnePlus,OnePlus 11R,432.54,2465.48,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2025-06-16,True,2,2,2,1,1,2,Flipkart,5,"(178.7, 443.994]",2025-06,36-45,Upper-mid
39230,Jonathan Freudenberger B.Eng.,30,OnePlus,OnePlus Nord 3,587.62,546.49,EUR,0.93,3.0,Neutral,Germany,German,2024-08-15,True,2,1,1,1,2,1,Flipkart,4,"(443.994, 707.968]",2024-08,26-35,Upper-mid
39231,Maria Julia Pereira,29,OnePlus,OnePlus Nord 3,886.74,5054.42,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-05-26,False,4,4,5,3,3,5,AliExpress,5,"(707.968, 971.942]",2024-05,26-35,Upper-mid
39232,Valentina Rezende,32,OnePlus,OnePlus 12,469.67,2677.12,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2022-10-27,True,3,3,4,3,4,2,Unknown,5,"(443.994, 707.968]",2022-10,26-35,Upper-mid
39233,Katrina Morgan,41,Xiaomi,Poco X6,662.12,2429.98,AED,3.67,1.0,Negative,UAE,English,2025-08-01,True,1,2,1,1,1,4,Flipkart,7,"(443.994, 707.968]",2025-08,36-45,Mid-range
39234,Heidi Phillips,34,Apple,iPhone 14,1324.48,2026.45,AUD,1.53,1.0,Negative,Australia,English,2023-05-06,True,1,1,1,1,1,3,AliExpress,6,"(1235.916, 1499.89]",2023-05,26-35,Premium
39235,Susan Smith,24,Google,Pixel 7a,801.7,1226.6,AUD,1.53,3.0,Positive,Australia,English,2025-06-18,True,2,2,3,2,2,3,Amazon,6,"(707.968, 971.942]",2025-06,18-25,Upper-mid
39236,Stacy Glover,18,Samsung,Galaxy S24,765.91,1171.84,AUD,1.53,5.0,Positive,Australia,English,2024-02-22,True,4,5,5,4,5,7,BestBuy,10,"(707.968, 971.942]",2024-02,18-25,Premium
39237,Prof. David Hiller B.A.,23,Xiaomi,Redmi Note 13,446.48,415.23,EUR,0.93,3.0,Positive,Germany,German,2023-10-19,True,2,2,3,3,3,5,BestBuy,8,"(443.994, 707.968]",2023-10,18-25,Mid-range
39238,Melvin Delacruz,35,Apple,iPhone 13,925.92,1416.66,AUD,1.53,3.0,Positive,Australia,English,2025-01-01,True,1,2,2,1,1,3,eBay,6,"(707.968, 971.942]",2025-01,26-35,Premium
39239,Hema Lad,34,Google,Pixel 7a,795.92,66061.36,INR,83.0,5.0,Positive,India,Hindi,2025-10-06,True,5,5,4,3,3,4,Flipkart,7,"(707.968, 971.942]",2025-10,26-35,Upper-mid
39240,Magda Schmidt,33,Google,Pixel 7a,808.81,752.19,EUR,0.93,3.0,Neutral,Germany,German,2024-09-29,True,2,4,2,3,1,1,eBay,4,"(707.968, 971.942]",2024-09,26-35,Upper-mid
39241,Ms Leah Taylor,44,Xiaomi,Poco X6,524.8,409.34,GBP,0.78,5.0,Positive,UK,English,2024-08-29,False,5,5,5,5,5,3,eBay,3,"(443.994, 707.968]",2024-08,36-45,Mid-range
39242,Rachit Nigam,36,Realme,Realme Narzo 70,590.07,48975.81,INR,83.0,1.0,Negative,India,Hindi,2023-05-27,False,1,1,1,1,2,1,Unknown,1,"(443.994, 707.968]",2023-05,36-45,Budget
39243,Joshua Walters,29,Google,Pixel 8,523.47,722.39,CAD,1.38,4.0,Positive,Canada,English,2022-12-16,True,3,2,5,2,4,1,AliExpress,4,"(443.994, 707.968]",2022-12,26-35,Upper-mid
39244,Juan Carvalho,21,Motorola,Moto G Power,762.89,4348.47,BRL,5.7,5.0,Positive,Brazil,Portuguese,2025-08-25,True,5,5,4,5,5,7,Unknown,10,"(707.968, 971.942]",2025-08,18-25,Mid-range
39245,Jessica Davis,29,Xiaomi,Mi 13 Pro,448.2,685.75,AUD,1.53,5.0,Positive,Australia,English,2022-10-28,True,5,5,3,4,5,2,Amazon,5,"(443.994, 707.968]",2022-10,26-35,Mid-range
39246,Danielle Evans,27,OnePlus,OnePlus 11R,356.31,491.71,CAD,1.38,3.0,Neutral,Canada,English,2023-02-26,True,3,2,2,2,1,5,Flipkart,8,"(178.7, 443.994]",2023-02,26-35,Upper-mid
39247,Giovanna Gomes,18,Motorola,Razr 40,239.92,1367.54,BRL,5.7,4.0,Positive,Brazil,Portuguese,2023-08-10,True,2,4,3,5,4,4,Flipkart,7,"(178.7, 443.994]",2023-08,18-25,Mid-range
39248,Dipl.-Ing. Theodora Täsche B.A.,28,Motorola,Edge 50,291.07,270.7,EUR,0.93,4.0,Positive,Germany,German,2025-06-21,True,5,5,2,3,4,5,Flipkart,8,"(178.7, 443.994]",2025-06,26-35,Mid-range
39249,Forum Sridhar,18,Realme,Realme Narzo 70,195.64,16238.12,INR,83.0,4.0,Positive,India,Hindi,2023-01-22,True,5,4,4,3,4,2,AliExpress,5,"(178.7, 443.994]",2023-01,18-25,Budget
39250,Antony Costela,46,Samsung,Galaxy Z Flip,680.72,3880.1,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2022-11-20,False,2,1,2,3,3,2,BestBuy,2,"(443.994, 707.968]",2022-11,46-55,Premium
39251,Ricky Reynolds,32,Realme,Realme Narzo 70,512.35,512.35,USD,1.0,4.0,Positive,USA,English,2023-06-27,True,5,4,5,1,4,2,BestBuy,5,"(443.994, 707.968]",2023-06,26-35,Budget
39252,Univ.Prof. Ildiko Wiek MBA.,24,Google,Pixel 8,891.09,828.71,EUR,0.93,5.0,Positive,Germany,German,2023-01-21,True,5,5,5,5,4,4,Amazon,7,"(707.968, 971.942]",2023-01,18-25,Upper-mid
39253,Vincenzo Börner,41,Apple,iPhone SE,882.66,820.87,EUR,0.93,3.0,Positive,Germany,German,2024-09-09,True,3,2,4,3,3,3,eBay,6,"(707.968, 971.942]",2024-09,36-45,Premium
39254,Dra. Ísis Oliveira,32,Xiaomi,Mi 13 Pro,372.5,2123.25,BRL,5.7,1.0,Negative,Brazil,Portuguese,2024-10-17,False,1,1,1,1,1,0,BestBuy,0,"(178.7, 443.994]",2024-10,26-35,Mid-range
39255,Dr Gordon Evans,42,Google,Pixel 6,895.97,698.86,GBP,0.78,2.0,Neutral,UK,English,2023-07-03,True,4,2,1,2,1,2,Flipkart,5,"(707.968, 971.942]",2023-07,36-45,Upper-mid
39256,Alan Lester,23,Motorola,Moto G Power,511.35,782.37,AUD,1.53,1.0,Negative,Australia,English,2023-08-12,True,1,1,2,1,1,2,Amazon,5,"(443.994, 707.968]",2023-08,18-25,Mid-range
39257,Jeremiah Deep,31,Motorola,Moto G Power,734.01,60922.83,INR,83.0,5.0,Positive,India,Hindi,2023-02-03,True,4,3,5,3,5,3,eBay,6,"(707.968, 971.942]",2023-02,26-35,Mid-range
39258,Julie Adams,33,Motorola,Edge 50,656.46,656.46,USD,1.0,3.0,Positive,USA,English,2024-02-23,True,2,1,3,2,2,6,BestBuy,9,"(443.994, 707.968]",2024-02,26-35,Mid-range
39259,Robert Griffin,42,OnePlus,OnePlus 11R,768.9,1176.42,AUD,1.53,5.0,Positive,Australia,English,2023-02-06,True,5,4,5,2,4,3,Flipkart,6,"(707.968, 971.942]",2023-02,36-45,Upper-mid
39260,Herr Hans-Dieter Tlustek,33,Xiaomi,Redmi Note 13,620.23,576.81,EUR,0.93,4.0,Positive,Germany,German,2025-08-06,True,5,4,5,5,4,6,BestBuy,9,"(443.994, 707.968]",2025-08,26-35,Mid-range
39261,Josef Hecker,31,Apple,iPhone 15 Pro,1102.27,1025.11,EUR,0.93,2.0,Positive,Germany,German,2023-11-01,True,1,2,4,1,2,2,AliExpress,5,"(971.942, 1235.916]",2023-11,26-35,Premium
39262,Erick Duarte,33,Google,Pixel 8,1097.2,6254.04,BRL,5.7,4.0,Positive,Brazil,Portuguese,2025-08-29,True,4,3,4,4,4,11,AliExpress,14,"(971.942, 1235.916]",2025-08,26-35,Upper-mid
39263,Jeffrey Sweeney,49,Motorola,Moto G Power,568.71,784.82,CAD,1.38,3.0,Negative,Canada,English,2024-03-29,True,3,1,3,1,1,3,Amazon,6,"(443.994, 707.968]",2024-03,46-55,Mid-range
39264,Theodora Hamann B.Sc.,29,Xiaomi,Mi 13 Pro,502.7,467.51,EUR,0.93,3.0,Neutral,Germany,German,2024-09-01,True,4,2,2,2,2,1,BestBuy,4,"(443.994, 707.968]",2024-09,26-35,Mid-range
39265,William Green,33,Realme,Realme Narzo 70,347.82,347.82,USD,1.0,3.0,Positive,USA,English,2023-04-15,True,2,4,4,2,2,7,BestBuy,10,"(178.7, 443.994]",2023-04,26-35,Budget
39266,Jessica Nicholson,18,OnePlus,OnePlus 11R,678.14,1037.55,AUD,1.53,2.0,Negative,Australia,English,2023-12-04,True,1,1,1,1,1,3,AliExpress,6,"(443.994, 707.968]",2023-12,18-25,Upper-mid
39267,Mary Johnson,32,Motorola,Edge 50,691.76,954.63,CAD,1.38,3.0,Neutral,Canada,English,2025-09-12,True,1,4,4,2,3,0,Amazon,3,"(443.994, 707.968]",2025-09,26-35,Mid-range
39268,Harini Sarin,33,Google,Pixel 7a,993.38,82450.54,INR,83.0,2.0,Negative,India,Hindi,2025-02-20,True,1,2,1,1,1,4,AliExpress,7,"(971.942, 1235.916]",2025-02,26-35,Upper-mid
39269,Kelsey Jones,37,Motorola,Moto G Power,347.52,531.71,AUD,1.53,1.0,Negative,Australia,English,2022-10-22,True,1,1,1,1,1,3,Unknown,6,"(178.7, 443.994]",2022-10,36-45,Mid-range
39270,Univ.Prof. Christina Faust,37,Realme,Realme Narzo 70,392.82000000000005,365.32,EUR,0.93,3.0,Neutral,Germany,German,2024-11-29,True,4,4,2,4,2,2,AliExpress,5,"(178.7, 443.994]",2024-11,36-45,Budget
39271,Richard Farley,37,Google,Pixel 8,879.14,1345.08,AUD,1.53,5.0,Positive,Australia,English,2023-10-06,True,5,5,4,5,3,5,BestBuy,8,"(707.968, 971.942]",2023-10,36-45,Upper-mid
39272,Darrell Davis,24,Realme,Realme Narzo 70,492.92,754.17,AUD,1.53,4.0,Positive,Australia,English,2024-01-05,True,4,3,3,5,3,5,BestBuy,8,"(443.994, 707.968]",2024-01,18-25,Budget
39273,Sr. Enrico Pimenta,34,Samsung,Galaxy Z Flip,1184.2,6749.94,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2023-11-15,True,2,3,2,2,3,3,Amazon,6,"(971.942, 1235.916]",2023-11,26-35,Premium
